comment,label
"تلقيت اللقاح وأنا ملتزم بنشر الوعي حول أهمية التلقيح والوقاية.",1
"أشجع الجميع على تلقي اللقاح للمساهمة في الحفاظ على الحياة الطبيعية.",1
"تلقيت اللقاح وأشعر بالفخر لأنني جزء من حملة اللقاح للتغلب على الجائحة.",1
"أرى أن اللقاحات هي السبيل للعودة إلى الحياة الطبيعية والتغلب على القيود.",1
"تلقيت اللقاح وأؤمن بأنه يحميني ويحمي المجتمع من تداول الفيروس.",1
"أشجع الجميع على تلقي اللقاح للحد من انتشار الفيروس والحفاظ على الصحة.",1
"تلقيت اللقاح وأنا واثق من أنه يساهم في تحقيق المناعة الجماعية.",1
"أرى أن اللقاحات تلعب دورًا هامًا في حماية الأفراد والمجتمع من الفيروس.",1
"تلقيت اللقاح وأشجع الجميع على القيام بذلك للمساهمة في الحفاظ على الصحة.",1
"سعيد بتلقي اللقاح لأنه يمثل خطوة
 حاسمة نحو إنهاء الجائحة.",1
"أرى أن تلقي اللقاح يساهم في حماية الفرد والمجتمع من الإصابة بالفيروس.",1
"تلقيت اللقاح وأشعر بالطمأنينة لأنني أحمي نفسي والمحيطين بي.",1
"أشجع الجميع على تلقي اللقاح لتحقيق المناعة الجماعية والحماية الشخصية.",1
"تلقيت اللقاح وأرى أنه يساهم في استعادة الحياة الطبيعية دون قلق.",1
"أرى أن اللقاحات هي الحلاقة الأمثل لتحقيق المناعة الجماعية وكبح انتشار الفيروس.",1
"تلقيت اللقاح وأؤمن بأنه يساهم في حمايتي وحماية المجتمع من الإصابة بالفيروس.",1
"سعيد بتلقي اللقاح لأنني أرغب في الحفاظ على صحتي وصحة أحبائي.",1
"أشجع الجميع على تلقي اللقاح للمساهمة في التغلب على التحديات الصحية.",1
"تلقيت اللقاح وأرى أنه يشكل خطوة إيجابية نحو العودة إلى الحياة الطبيعية.",1
"أرى أن اللقاحات تلعب دورًا حيويًا في حماية الأفراد والمساهمة في السيطرة على الفيروس.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني أحمي نفسي وأساهم في حماية المجتمع.",1
"أشجع الجميع على تلقي اللقاح للحفاظ على الصحة العامة والسيطرة على الجائحة.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الطبيعية دون قلق.",1
"أرى أن تلقي اللقاح يساهم في تحقيق المناعة الجماعية وحماية الفرد.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للمساهمة في التغلب على الفيروس.",1
"أرى أن اللقاحات هي السبيل للتغلب على الجائحة وتحقيق الاستقرار الصحي.",1
"تلقيت اللقاح وأنا ملتزم باتباع التدابير الوقائية للحفاظ على السلامة.",1
"أشجع الجميع على تلقي اللقاح للمساهمة في تحقيق المناعة الجماعية.",1
"تلقيت اللقاح وأشجع الجميع على القيام بذلك للحفاظ على الأمان.",1
"سعيد بتلقي اللقاح لأنه يمثل خطوة هامة نحو إنهاء الجائحة والعودة إلى الحياة الطبيعية.",1
"أرى أن تلقي اللقاح يحقق التوازن بين الحماية الفردية والمشاركة في المناعة الجماعية.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للحفاظ على الصحة والاستقرار العام.",1
"أرى أن اللقاحات تلعب دورًا حيويًا في تحقيق المناعة الجماعية وحماية الفرد والمجتمع.",1
"تلقيت اللقاح وأشعر بالثقة في قدرته على حمايتي والمساهمة في الحماية الجماعية.",1
"أشجع الجميع على تلقي اللقاح للمساهمة في تحقيق الاستقرار الصحي والاقتصادي.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص الحياة الطبيعية دون قلق من الإصابة.",1
"أرى أن تلقي اللقاح يساهم في حماية الفرد والمجتمع من الإصابة بالفيروس.",1
"تلقيت اللقاح وأشجع الجميع على القيام بذلك للمساهمة في تحقيق المناعة الجماعية.",1
"أرى أن اللقاحات هي السبيل للتغلب على الجائحة وتحقيق الاستقرار الصحي.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني أحمي نفسي وأساهم في حماية المجتمع.",1
"أشجع الجميع على تلقي اللقاح للحفاظ على الصحة العامة والسيطرة على الجائحة.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الطبيعية دون قلق.",1
"أرى أن تلقي اللقاح يساهم في تحقيق المناعة الجماعية وحماية الفرد.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للحفاظ على الصحة والاستقرار العام.",1
"أرى أن اللقاحات تلعب دورًا حيويًا في تحقيق المناعة الجماعية وحماية الفرد والمجتمع.",1
"تلقيت اللقاح وأشعر بالثقة في قدرته على حمايتي والمساهمة في الحماية الجماعية.",1
"أشجع الجميع على تلقي اللقاح للمساهمة في تحقيق الاستقرار الصحي والاقتصادي.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص الحياة الطبيعية دون قلق من الإصابة.",1
"أرى أن تلقي اللقاح يساهم في حماية الفرد والمجتمع من الإصابة بالفيروس.",1
"تلقيت اللقاح وأشجع الجميع على القيام بذلك للمساهمة في تحقيق المناعة الجماعية.",1
"أرى أن اللقاحات هي السبيل للتغلب على الجائحة وتحقيق الاستقرار الصحي.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني أحمي نفسي وأساهم في حماية المجتمع.",1
"أشجع الجميع على تلقي اللقاح للحفاظ على الصحة العامة والسيطرة على الجائحة.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الطبيعية دون قلق.",1
"أرى أن تلقي اللقاح يساهم في تحقيق المناعة الجماعية وحماية الفرد.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للحفاظ على الصحة والاستقرار العام.",1
"أرى أن اللقاحات هي السبيل للتغلب على الجائحة وتحقيق الاستقرار الصحي.",1
"تلقيت اللقاح وأشعر بالثقة في قدرته على حمايتي والمساهمة في الحماية الجماعية.",1
"أشجع الجميع على تلقي اللقاح للمساهمة في تحقيق الاستقرار الصحي والاقتصادي.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص الحياة الطبيعية دون قلق.",1
"أرى أن تلقي اللقاح يساهم في حماية الفرد والمجتمع من الإصابة بالفيروس.",1
"تلقيت اللقاح وأشجع الجميع على القيام بذلك للمساهمة في تحقيق المناعة الجماعية.",1
"أرى أن اللقاحات هي السبيل للتغلب على الجائحة وتحقيق الاستقرار الصحي.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني أحمي نفسي وأساهم في حماية المجتمع.",1
"أشجع الجميع على تلقي اللقاح للحفاظ على الصحة العامة والسيطرة على الجائحة.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الطبيعية دون قلق.",1
"أرى أن تلقي اللقاح يساهم في تحقيق المناعة الجماعية وحماية الفرد.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للحفاظ على الصحة والاستقرار العام.",1
"أرى أن اللقاحات هي السبيل للتغلب على الجائحة وتحقيق الاستقرار الصحي.",1
"تلقيت اللقاح وأشعر بالثقة في قدرته على حمايتي والمساهمة في الحماية الجماعية.",1
"أشجع الجميع على تلقي اللقاح للمساهمة في تحقيق الاستقرار الصحي والاقتصادي.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للحماية الفردية والجماعية.",1
"أثق في فعالية اللقاحات وأرى أنها تلعب دورًا حاسمًا في تجاوز الأزمة الصحية.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الاجتماعية بشكل آمن.",1
"تلقيت اللقاح وأشعر بالفخر لأنني قدمت جهدي للمساهمة في مكافحة الجائحة.",1
"أرى أن اللقاحات تلعب دورًا هامًا في تعزيز المناعة وحماية الأفراد والمجتمع.",1
"تلقيت اللقاح وأنا ملتزم بالالتزام بالإجراءات الوقائية للحفاظ على السلامة.",1
"أثق في فعالية اللقاحات وأشجع الجميع على تلقيها للتغلب على التحديات الصحية.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني قد اتخذت خطوة نحو الوقاية الصحية.",1
"أرى أن تلقي اللقاح يعزز من فرص العودة إلى الحياة الطبيعية بدون قيود.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للمساهمة في تحقيق المناعة الجماعية.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص الحياة الاجتماعية بشكل آمن.",1
"أرى أن اللقاحات هي الوسيلة الأمثل للتغلب على التحديات الصحية الراهنة.",1
"تلقيت اللقاح وأنا ملتزم باتخاذ إجراءات الوقاية لحماية نفسي والآخرين.",1
"أثق في فعالية اللقاحات وأشجع الجميع على تلقيها لتحقيق المناعة الجماعية.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني قد حميت نفسي وحميت المجتمع.",1
"أرى أن تلقي اللقاح يسهم في تحقيق الاستقرار الصحي والاقتصادي.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للمساهمة في الحفاظ على الأمان.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الاجتماعية بشكل آمن.",1
"أرى أن اللقاحات هي الوسيلة الأمثل للتغلب على التحديات الصحية الراهنة.",1
"تلقيت اللقاح وأنا ملتزم باتخاذ إجراءات الوقاية لحماية نفسي والآخرين.",1
"أثق في فعالية اللقاحات وأشجع الجميع على تلقيها لتحقيق المناعة الجماعية.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني قد حميت نفسي وحميت المجتمع.",1
"أرى أن تلقي اللقاح يسهم في تحقيق الاستقرار الصحي والاقتصادي.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للمساهمة في الحفاظ على الأمان.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الاجتماعية بشكل آمن.",1
"أرى أن اللقاحات هي الوسيلة الأمثل للتغلب على التحديات الصحية الراهنة.",1
"تلقيت اللقاح وأنا ملتزم باتخاذ إجراءات الوقاية لحماية نفسي والآخرين.",1
"أثق في فعالية اللقاحات وأشجع الجميع على تلقيها لتحقيق المناعة الجماعية.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني قد حميت نفسي وحميت المجتمع.",1
"أرى أن تلقي اللقاح يسهم في تحقيق الاستقرار الصحي والاقتصادي.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للمساهمة في الحفاظ على الأمان.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الاجتماعية بشكل آمن.",1
"أرى أن اللقاحات هي الوسيلة الأمثل للتغلب على التحديات الصحية الراهنة.",1
"تلقيت اللقاح وأنا ملتزم باتخاذ إجراءات الوقاية لحماية نفسي والآخرين.",1
"أثق في فعالية اللقاحات وأشجع الجميع على تلقيها لتحقيق المناعة الجماعية.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني قد حميت نفسي وحميت المجتمع.",1
"أرى أن تلقي اللقاح يسهم في تحقيق الاستقرار الصحي والاقتصادي.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للمساهمة في الحفاظ على الأمان.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الاجتماعية بشكل آمن.",1
"أرى أن اللقاحات هي الوسيلة الأمثل للتغلب على التحديات الصحية الراهنة.",1
"تلقيت اللقاح وأنا ملتزم باتخاذ إجراءات الوقاية لحماية نفسي والآخرين.",1
"أثق في فعالية اللقاحات وأشجع الجميع على تلقيها لتحقيق المناعة الجماعية.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني قد حميت نفسي وحميت المجتمع.",1
"أرى أن تلقي اللقاح يسهم في تحقيق الاستقرار الصحي والاقتصادي.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للمساهمة في الحفاظ على الأمان.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الاجتماعية بشكل آمن.",1
"أرى أن اللقاحات هي الوسيلة الأمثل للتغلب على التحديات الصحية الراهنة.",1
"تلقيت اللقاح وأنا ملتزم باتخاذ إجراءات الوقاية لحماية نفسي والآخرين.",1
"أثق في فعالية اللقاحات وأشجع الجميع على تلقيها لتحقيق المناعة الجماعية.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني قد حميت نفسي وحميت المجتمع.",1
"أرى أن تلقي اللقاح يسهم في تحقيق الاستقرار الصحي والاقتصادي.",1
"تلقيت اللقاح وأشجع الآخرين على القيام بذلك للمساهمة في الحفاظ على الأمان.",1
"سعيد بتلقي اللقاح لأنه يعزز فرص العودة إلى الحياة الاجتماعية بشكل آمن.",1
"أرى أن اللقاحات هي الوسيلة الأمثل للتغلب على التحديات الصحية الراهنة.",1
"تلقيت اللقاح وأنا ملتزم باتخاذ إجراءات الوقاية لحماية نفسي والآخرين.",1
"أثق في فعالية اللقاحات وأشجع الجميع على تلقيها لتحقيق المناعة الجماعية.",1
"تلقيت اللقاح وأشعر بالاطمئنان لأنني قد حميت نفسي وحميت المجتمع.",1
"أرى أن تلقي اللقاح يسهم في تحقيق الاستقرار الصحي والاقتصادي.",1
"رفضت تلقي اللقاح لأنني لا أثق في فعاليته وسلامته.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحتاج إلى دراسات أكثر.",0
"لا أرى ضرورة تلقي اللقاح حيث لا يوجد ضمان لفعاليته.",0
"رفضت اللقاح لأنني أعتبره تجربة غير مؤكدة ومحفوفة بالمخاطر.",0
"أعتقد أن اللقاحات قد تسبب آثار جانبية خطيرة ولذلك أرفضها.",0
"لا أروج لتلقي اللقاحات لأنها لا تضمن حماية كاملة.",0
"أشك في جودة وسلامة اللقاحات ولذلك أفضل عدم تلقيها.",0
"أرفض اللقاح لأنني أعتبره تجربة غير محققة ومحفوفة بالمخاطر.",0
"لا أروج لتلقي اللقاحات لأنها لا تقدم ضمانًا للوقاية.",0
"أعتبر أن اللقاحات تشكل تهديدًا للصحة بدلاً من حمايتها.",0
"أعتقد أن اللقاحات لا تقدم حلاً فعّالًا لمكافحة الجائحة.",0
"رفضت تلقي اللقاح لأن لدي شكوك في سلامته وفعاليته.",0
"أعتبر أن اللقاحات لا تمنح حماية كافية وتعتبر مجرد تجارب.",0
"لا أروج لتلقي اللقاحات لأنني أخشى من تأثيراتها الجانبية.",0
"أعتبر أن تلقي اللقاح يمكن أن يكون أكثر ضررًا من نفع.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في جسدي.",0
"أعتقد أن اللقاحات تحمل مخاطر صحية غير معروفة.",0
"رفضت تلقي اللقاح لأنني أشك في جودته وفعاليته.",0
"أعتقد أن اللقاحات لا تقدم حماية دائمة وقوية.",0
"لا أروج لتلقي اللقاحات لأنني أخشى من آثارها الجانبية.",0
"أعتبر أن اللقاحات قد تسبب تأثيرات جانبية خطيرة.",0
"رفضت اللقاح لأن لدي تح reservations حول سلامته وفعاليته.",0
"أعتقد أن تلقي اللقاحات يمكن أن يؤدي إلى مشاكل صحية.",0
"أعتبر أن اللقاحات تشكل تهديدًا للصحة العامة بدلاً من حمايتها.",0
"رفضت تلقي اللقاح لأن لدي شكوك في سلامته وفعاليته.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحمل مخاطر غير معروفة.",0
"لا أروج لتلقي اللقاحات لأنها لا تمنح ضمانًا للحماية.",0
"أعتبر أن اللقاحات قد تسبب آثارًا جانبية خطيرة ولذلك أرفضها.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في حياتي.",0
"أعتقد أن اللقاحات لا تضمن حماية كافية وتعتبر تجارب غير مؤكدة.",0
"لا أروج لتلقي اللقاحات لأنها لا تقدم ضمانًا للوقاية.",0
"أعتبر أن تلقي اللقاح قد يؤدي إلى مشاكل صحية غير متوقعة.",0
"رفضت تلقي اللقاح لأن لدي شكوكًا حول سلامته وفعاليته.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحمل مخاطر غير معروفة.",0
"لا أروج لتلقي اللقاحات لأنني أشعر بالقلق من آثارها الجانبية.",0
"أعتبر أن اللقاحات تمثل تجربة غير مؤكدة ومحفوفة بالمخاطر.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في صحتي.",0
"أعتقد أن اللقاحات قد تسبب تأثيرات جانبية خطيرة.",0
"رفضت تلقي اللقاح لأن لدي تحفظات حول سلامته وفعاليته.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحتاج إلى دراسات أكثر.",0
"لا أروج لتلقي اللقاحات لأنها لا تمنح ضمانًا للحماية.",0
"أعتبر أن اللقاحات قد تسبب تأثيرات جانبية خطيرة ولذلك أرفضها.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في حياتي.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحمل مخاطر غير معروفة.",0
"لا أروج لتلقي اللقاحات لأنني أشعر بالقلق من آثارها الجانبية.",0
"أعتبر أن اللقاحات تمثل تجربة غير مؤكدة ومحفوفة بالمخاطر.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في صحتي.",0
"أعتقد أن اللقاحات قد تسبب تأثيرات جانبية خطيرة.",0
"لا أروج لتلقي اللقاحات لأنني أخشى من تأثيراتها الجانبية.",0
"أعتبر أن اللقاحات قد تسبب تأثيرات جانبية خطيرة.",0
"رفضت تلقي اللقاح لأن لدي تحفظات حول سلامته وفعاليته.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحتاج إلى دراسات أكثر.",0
"لا أروج لتلقي اللقاحات لأنها لا تمنح ضمانًا للحماية.",0
"أعتبر أن اللقاحات قد تسبب تأثيرات جانبية خطيرة ولذلك أرفضها.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في حياتي.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحمل مخاطر غير معروفة.",0
"لا أروج لتلقي اللقاحات لأنني أشعر بالقلق من آثارها الجانبية.",0
"أعتبر أن اللقاحات تمثل تجربة غير مؤكدة ومحفوفة بالمخاطر.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في صحتي.",0
"أعتقد أن اللقاحات قد تسبب تأثيرات جانبية خطيرة.",0
"رفضت تلقي اللقاح لأن لدي تحفظات حول سلامته وفعاليته.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحتاج إلى دراسات أكثر.",0
"لا أروج لتلقي اللقاحات لأنها لا تمنح ضمانًا للحماية.",0
"أعتبر أن اللقاحات قد تسبب تأثيرات جانبية خطيرة ولذلك أرفضها.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في حياتي.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحمل مخاطر غير معروفة.",0
"لا أروج لتلقي اللقاحات لأنني أشعر بالقلق من آثارها الجانبية.",0
"أعتبر أن اللقاحات تمثل تجربة غير مؤكدة ومحفوفة بالمخاطر.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في صحتي.",0
"أعتقد أن اللقاحات قد تسبب تأثيرات جانبية خطيرة.",0
"رفضت تلقي اللقاح لأن لدي تحفظات حول سلامته وفعاليته.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحتاج إلى دراسات أكثر.",0
"لا أروج لتلقي اللقاحات لأنها لا تمنح ضمانًا للحماية.",0
"أعتبر أن اللقاحات قد تسبب تأثيرات جانبية خطيرة ولذلك أرفضها.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في حياتي.",0
"أعتقد أن اللقاحات لا تقدم حماية كافية وتحمل مخاطر غير معروفة.",0
"لا أروج لتلقي اللقاحات لأنني أشعر بالقلق من آثارها الجانبية.",0
"أعتبر أن اللقاحات تمثل تجربة غير مؤكدة ومحفوفة بالمخاطر.",0
"رفضت اللقاح لأنني أعتبره تدخلاً غير ضروري في صحتي.",0
"أعتقد أن اللقاحات قد تسبب تأثيرات جانبية خطيرة.",0
"تلقيت اللقاح ولكن شعرت بآثار جانبية كثيرة وذلك يجعلني أتردد في تلقي الجرعات اللاحقة.",0
"أخشى من آثار اللقاح على الطويل المدى والتي قد تظهر لاحقًا.",0
"لم أتلق اللقاح بسبب الأخبار المتداولة حول حالات الآثار الجانبية الخطيرة.",0
"لا أثق في فعالية اللقاح ولا أرى أنه يوفر حماية كافية.",0
"تلقيت اللقاح ولكن شعرت بتغيرات في حالتي الصحية بشكل سلبي.",0
"رفضت اللقاح بناءً على تقارير عن حالات تأثيرات جانبية خطيرة.",0
"أعتقد أن اللقاح يشكل تهديدًا لصحتي ولا أرغب في تعريض نفسي للمخاطر.",0
"لم أتلق اللقاح لأنني أعتبره تدخلاً غير آمن في جسمي.",0
"أشعر بالقلق بشأن تأثيرات اللقاح على نظام المناعة والصحة العامة.",0
"تلقيت اللقاح ولكن شعرت بأعراض شديدة لا أستطيع تجاوزها.",0
"أتخوف من تأثيرات اللقاح على صحتي الجسدية والنفسية.",0
"رغم تلقي اللقاح، لا زلت غير متأكد من فعاليته وسلامته.",0
"تلقيت اللقاح ولكن تجربتي كانت سلبية بسبب الآثار الجانبية الشديدة.",0
"أعتبر أن تلقي اللقاح يعرضني للمزيد من المخاطر بدلاً من الفوائد.",0
"لست مقتنعًا بأن اللقاح يقدم حماية فعالة، ولذلك لا أرغب في تلقيه.",0
"رفضت اللقاح بناءً على تجارب سابقة سلبية لشخص مقرب.",0
"أشك في نجاعة اللقاحات الحالية في مواجهة سلالات جديدة من الفيروس.",0
"تلقيت اللقاح ولكن لا زلت أخشى من التأثيرات الجانبية غير المعروفة.",0
"أعتقد أن اللقاحات لا توفر حماية كافية ضد سلالات متحورة جديدة.",0
"رغم تلقي اللقاح، أشعر بعدم الارتياح والقلق بشأن صحتي.",0
"تلقيت اللقاح ولكن لا أثق في فعاليته ضد سلالات الفيروس المتحورة.",0
"أعتبر أن اللقاحات تعرضني للمزيد من المخاطر دون فائدة ملموسة.",0
"تلقيت اللقاح ولكن لا أرى أي تحسن في الوضع الصحي العام.",0
"رفضت اللقاح لأنني أعتبره جزءًا من مؤامرة للتحكم في السكان.",0
"أشك في نزاهة الجهات الرسمية في توفير معلومات دقيقة حول اللقاحات.",0
"لست مقتنعًا بأن اللقاح يحقق فعالية حقيقية في منع انتشار الفيروس.",0
"تلقيت اللقاح ولكن لا زلت قلقًا بشأن تأثيراته الجانبية المستقبلية.",0
"أخشى من تأثيرات اللقاح على جودة حياتي وصحتي العامة.",0
"رغم تلقي اللقاح، أشعر بعدم الاطمئنان والقلق بشأن مستقبل صحتي.",0
"أعتبر أن تلقي اللقاح يشكل تدخلاً غير مبرر في حياتي الشخصية.",0
"لم أتلق اللقاح بسبب عدم ثقتي في مصادر المعلومات حول سلامته.",0
"أشعر بالقلق بشأن تأثيرات اللقاح على جهاز المناعة في المستقبل.",0
"تلقيت اللقاح ولكن لا أثق في قدرته على منع الإصابة بالفيروس.",0
"رفضت اللقاح لأنني أشعر بأنه لا يحمي بشكل كافي ضد الإصابة.",0
"أعتبر أن اللقاحات تمثل تدخلاً غير ضروري في الحياة اليومية.",0
"لم أتلق اللقاح بسبب عدم وجود دراسات كافية حول آثاره الجانبية.",0
"أخشى من تأثيرات اللقاح على نظام الأوعية الدموية والقلب.",0
"رفضت اللقاح لأنني أعتبر أن الإجبار على التلقيح يمس بحقوقي الشخصية.",0
"أعتبر أن اللقاحات تشكل تهديدًا للتنوع الوراثي والصحة البيئية.",0
"تلقيت اللقاح ولكن لا زلت أعاني من مشاكل صحية تشملها الآثار الجانبية.",0
"رغم تلقي اللقاح، أشعر بالقلق من التأثيرات الطويلة المدى على صحتي.",0
"أعاني من آثار جانبية خطيرة بعد تلقي اللقاح، مما يثير قلقي حيال سلامتي.",0
"تجربتي مع اللقاح كانت سلبية جدًا، ولا يمكنني تجاوز الآثار الصحية السلبية.",0
"أشعر بألم حاد وتورم في مكان الحقنة بعد تلقي اللقاح، وهو أمر مقلق.",0
"رفضت تلقي اللقاح بعد مشاهدة تقارير عن حالات وفاة ناتجة عن تأثيرات جانبية.",0
"تلقيت اللقاح ولكن لا زلت أعاني من أعراض طبية لا يمكن تفسيرها بشكل جيد.",0
"أعاني من تساقط الشعر وفقدان الشهية منذ تلقي اللقاح، مما يثير خوفي.",0
"تلقيت اللقاح وظهرت عندي حساسية جلدية خطيرة، مما أدى إلى زيارات مكررة للطبيب.",0



